Lesson PackageType,Title,Subject,Level Course,School,LEType,Zone,ALP Officer,Teacher Submitter,URL of lesson published,Date Submitted,Date Featured,Number of Views,Status,Column1,UUID cover,Community Resource UUID,Match index
NEW,Latihan E-Lisan 1,Foundation Malay Language - FML | Higher Malay Language - HML | Malay Language - ML,Primary 6,,ACQUISITION,2,,,https://vle.learning.moe.edu.sg/mrv/community-gallery/lesson/view/9446d0bc-cdc2-41eb-b013-32a77d99fad2/cover,7/5/19,7/12/19,2694,APPROVED,,9446d0bc-cdc2-41eb-b013-32a77d99fad2/cover,9446d0bc-cdc2-41eb-b013-32a77d99fad2,10070
