subjectName,OwnerGroup,LessonTitle,LessonAdminURL,Content Map Title,Resource Subject,Resource Level,CM EndDate,status
Science,Sec_Sci,Sources of Energy [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/78bf3fb1-2589-4da6-a15e-5dea78b5e733,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Extinction – Should We Be Concerned? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/7d9853fe-077c-44e0-87f9-0d073bc0ad9c,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Effects of an Electric Current [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/89a65697-3a10-4455-98a1-8c782ca596de,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Practicing Sustainable Living [LSS (Exp)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/8f18ebaf-c2a8-48ef-a55c-740ddfd7a440,LOWER SEC SCIENCE (EXP) (2013),Science,Secondary 1 Express - Secondary 2 Express,31/12/21,APPROVED
Science,Sec_Sci,Human Sexual Reproductive System [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/9048b498-3ef0-4174-a1d7-a9709dd2db1b,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Is It Safe to Eat? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/921a5348-7f58-450f-8c16-810971811f18,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Ray Model of Light - Refraction of Light [LSS (E/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/94f0a0cd-1244-45d8-ac74-b96f7e7f1015,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Saving electricity [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/9a4577cc-1906-48a9-83d7-99021d481e75,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Transmission of heat by radiation [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/9dc18e92-b48b-4bc2-b14f-0b1a82caac19,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Force and its Effects [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/9dcc4bb6-4225-4526-a62c-309a724efdfa,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Power and the Cost of Electricity [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/a38543dc-d99e-4cb2-997a-f8f1df8b106f,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Ray Model of Light [LSS (E/NA) ],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/a80241f5-9ddd-4348-a90e-f4665bb59261,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Electrical Systems - Resistance [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/ab587d5e-22d4-4619-9483-2a77a6a2809a,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Do You Have a Solution? [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/b1191c58-100f-4d17-b41c-c524a014f921,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Mass versus Weight [LSS (E/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/b4df5186-fa74-4aa9-88d8-2e075868c513,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Effects of Heat [LSS (E/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/c6e2b03d-6101-429a-a9b3-a72917b9d915,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Growing World Population [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/c8d8ec46-e8fe-425d-ac54-54994e34b76b,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Biodiversity and Use of Classification Keys [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/c908a86a-2001-425c-aa34-587f03ee3536,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Effects of Bacteria [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/c90e2057-ef9b-46f9-89bc-c2271eb51d65,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,States of Matter [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/cd6fc30b-3be4-40d2-8436-e2157444400a,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Not All Scientific Studies are Created Equal [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/d112b024-4dc2-413e-aa84-aafe48805252,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Science is a Human Endeavour [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/d3ff97bc-2961-442e-a0cd-8dbca1c49898,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Transfer of Thermal Energy - Convection [LSS (E/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/dae42482-729e-44e8-8d75-6b278e443c71,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Parasitism and Mutualism [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/dc2c29a4-c77d-4836-80cb-3c447adbeece,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Setting Up Electric Circuits [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/dd5df27b-19cb-4e7e-b782-4fd573b3e42e,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Separation of Mixtures - Obtaining Drinking Water [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/e12a1c62-87ea-49f8-9bb6-bb8920a44bb5,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Cell as the Basic Unit of Life [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/e8890619-f788-4910-a276-aef97037e155,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Human Circulatory System [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/ecdcbc1c-803d-42a6-88c4-c51914bcebb4,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,How Do We Vary the Output of a Circuit? [LSS Exp],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/ef082732-5552-4cd3-9559-47822699dab2,LOWER SEC SCIENCE (EXP) (2013),Science,Secondary 1 Express - Secondary 2 Express,31/12/21,APPROVED
Science,Sec_Sci,Elements [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/f3157589-7912-4206-b721-294eeef12f90,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,The Roles and Actions of Decomposers [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/f3efe600-71a2-4f94-ae68-df5e2e56218a,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Model of an atom [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/f5eb3850-ed14-4b9f-9125-884638c3f790,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Compounds and Mixtures [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/f6176e56-a335-4860-b739-9e01296cb332,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Pressure [LSS (Exp/NA)],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/f99e79ef-7986-498e-b514-04ab16a79f61,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
Science,Sec_Sci,Destructive Forces in Nature [LSS],https://vle.learning.moe.edu.sg/moe-library/admin/lesson/view/fdcc457e-84c9-4f1c-b7a5-513cd1678fee,LOWER SEC SCIENCE (EXP) (2013) - LOWER SEC SCIENCE (NA) (2013),Science,Secondary 1 Express - Secondary 2 Express - Secondary 1 Normal (A) - Secondary 2 Normal (A),31/12/21,APPROVED
